codigo_bip,descripcion,anio,tipologia,sector,sub_sector,fuente_financiera,rate,monto_solicitado_M,etapa_actual,institucion_financiera,institucion_formuladora,costo_total_M,localidad,tipo_territorial,latitud,longitud,decada,periodo_pladeco
30063450,REPOSICION EQUIPAMIENTO MEDICO-QUIRURGICO HOSPITAL DE RENGO,2007,PROYECTO,Salud,MEDIA COMPLEJIDAD,FNDR,RS,86259.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SERVICIO SALUD OHIGGINS,86259.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063473,REPOSICION OFICINA REGISTRO CIVIL E IDENTIFICACIONES RENGO,2007,PROYECTO,Justicia y Seguridad,INTERSUBSECTORIAL JUSTICIA,Sectorial,,56166.0,PERFIL,SERVICIO DE REGISTRO CIVIL E IDENTIFICACION - GOBIERNO REGIONAL - REGION VI LIBE,REGISTRO CIVIL VI REGION LIB. GRAL. BERNARDO O'HIG,56166.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063546,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,2007,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,RS,103000.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,103000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063776,CONSTRUCCION PAVIMENTACION CALLE BISQUERTT TRAMO EL NARANJAL RENGO,2007,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,RS,129000.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,129000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063808,CONSTRUCCION PARQUE RECREACIONAL Y DEPORTIVO ORIENTE,2007,PROYECTO,Multisectorial,DESARROLLO URBANO,FNDR,,400000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,400000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30064140,CONSTRUCCION REFUGIO ESCOLAR PARQUE HUILQUIO.RENGO,2007,PROYECTO,Multisectorial,ADMINISTRACION MULTISECTOR,FNDR,,248000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,248000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30064453,"ANALISIS DESARROLLO PLANES MAESTROS DE GESTIÓN DE TRÁNSITO,RENGO",2007,ESTUDIO BASICO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,20000.0,PERFIL,SECTRA,SECTRA,50000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30068490,"AMPLIACION SERVICIO DE APR LO CARTAGENA, COMUNA DE RENGO",2007,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,FI,5480.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,5480.0,Lo Cartagena,Rural,-34.39026,-70.8737,2000s,Pre-PLADECO
30068905,CONSTRUCCION CASETAS SANITARIAS LA CHIMBA,2007,PROYECTO,Vivienda y Urbanismo,SOLUCION HABITACIONAL PARCIAL O COMPLEMENTARIA,Sectorial,FI,31000.0,PERFIL,SUBSECRETARIA DESARROLLO REGIONAL Y ADMINISTRATIVO,MUNICIPALIDAD DE RENGO,31000.0,La Chimba,Rural,-34.40804,-70.81718,2000s,Pre-PLADECO
30070238,HABILITACION ACCESO DISCAPACITADOS OFICINA REG.CIVIL - RENGO,2007,PROYECTO,Justicia y Seguridad,ADMINISTRACION SECTORIAL JUSTICIA,FNDR,RS,15467.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,REGISTRO CIVIL VI REGION LIB. GRAL. BERNARDO O'HIG,15467.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30072219,REPOSICION ESCUELA CARLOS CONDELL DE RENGO,2007,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,126324.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,126324.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30074992,MEJORAMIENTO ESCUELA E-209 LUIS GALDAMES DE RENGO,2007,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,149562.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,149562.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30075709,CONSTRUCCION ALUMBRADO PUBLICO ACCESO UNIVERSIDAD DE VALPO. RENGO,2007,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,RS,12057.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,12057.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30076515,MEJORAMIENTO ACCESO UNIVERSIDAD DE VALPARAISO EN COMUNA DE RENGO,2007,PROYECTO,Transporte y Vialidad,TRANSPORTE CAMINERO,FNDR,RS,98425.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,VIALIDAD MOP VI REGION LIB.GRAL. BERNARDO O'HIGGIN,98425.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20145235,CONSTRUCCION PARQUE PISCINA DE RENGO,2008,PROYECTO,Multisectorial,DESARROLLO URBANO,FNDR,OT,71000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,71000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20146715,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - RENGO,2008,PROYECTO,Seguridad Pública,SEGURIDAD PÃšBLICA,FNDR,RS,90269.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,137996.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20157590,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,92206.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,92206.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20182113,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,2008,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,RS,845739.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,1115656.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20185458,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,2008,PROYECTO,Justicia y Seguridad,ADMINISTRACION DE JUSTICIA,Sectorial,RS,43137.0,EJECUCION,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,414488.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20193368,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSARIO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,RS,31532.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,31532.0,Esmeralda,Rural,-34.34281,-70.9049,2000s,Pre-PLADECO
30005466,CONSTRUCCION SEDE UNIVERSIDAD DE VALPARAISO EN RENGO,2008,PROYECTO,Educación y Cultura,EDUCACION SUPERIOR,FNDR,IN,1374156.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,2817100.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30008803,CONSTRUCCION PAVIMENTACION CALLE LAUTARO NORTE - RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,38544.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,38544.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040079,MEJORAMIENTO LICEO TOMAS MARIN DE POVEDA,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,289452.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,289452.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040081,CONSTRUCCION LICEO INDUSTRIAL DE RENGO,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,1108100.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,2025598.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040083,AMPLIACION ESCUELA DE APALTA PARA LA JEC,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,704998.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,704998.0,Apalta,Rural,-34.33885,-70.86644,2000s,Pre-PLADECO
30040161,AMPLIACION PARA LA JEC LICEO LUIS URBINA FLORES,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,136835.0,EJECUCION,MUNICIPALIDAD DE RENGO - SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION,MUNICIPALIDAD DE RENGO,372688.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040163,CONSTRUCCION PARA LA JEC LICEO ORIENTE,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,907082.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,1476827.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30043582,MEJORAMIENTO CALLES BALMACEDA Y TOMAS VALENCIA-RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,99797.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,99797.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30043967,REPOSICION EDIFICIO CONSISTORIAL MUNICIPALIDAD DE RENGO,2008,PROYECTO,Multisectorial,ADMINISTRACION MULTISECTOR,FNDR,RS,21795.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,21795.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30044907,"MEJORAMIENTO SERVICIO DE APR LOS CHOAPINOS, COMUNA DE RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,RS,12400.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,12400.0,Los Choapinos,Rural,-34.3192,-70.83674,2000s,Pre-PLADECO
30044907,"MEJORAMIENTO SERVICIO DE APR LOS CHOAPINOS, COMUNA DE RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,RS,311665.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,332897.0,Los Choapinos,Rural,-34.3192,-70.83674,2000s,Pre-PLADECO
30046192,CONSTRUCCION GIMNASIO MUNICIPAL DE ROSARIO,2008,PROYECTO,Deporte,DEPORTE RECREATIVO,FNDR,RS,69272.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,342499.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
30051152,"MEJORAMIENTO SERVICIO DE APR EL TREBAL - CERRILLOS, COMUNA DE RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,FI,210576.0,EJECUCION,AGUA POTABLE RURAL,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,210576.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30057802,"INSTALACION SERVICIO DE APR LAS NIEVES, COMUNA DE RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,FI,7257.0,PERFIL,AGUA POTABLE RURAL,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,7257.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30061220,CONSTRUCCION PAVIMENTACION  CALLES LAUTARO  Y  LA PANDINA.  RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,RS,86205.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,86205.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30062190,"REPOSICION DEL RETEN DE CARABINEROS POPETA, RENGO",2008,PROYECTO,Seguridad Pública,SEGURIDAD PÃšBLICA,FNDR,FI,6897.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,DIRECCION DE CARABINEROS VI REGION,6897.0,Popeta,Rural,-34.42,-70.88,2000s,Pre-PLADECO
30063546,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,RS,29400.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,101000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063546,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,FI,100000.0,EJECUCION,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,100000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063604,MEJORAMIENTO AVDA PATRIMONIAL JOSE BISQUERT DE RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,FI,92.0,EJECUCION,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,223045.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30063604,MEJORAMIENTO AVDA PATRIMONIAL JOSE BISQUERT DE RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,15999.0,EJECUCION,MUNICIPALIDAD DE RENGO - SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,15999.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30064140,CONSTRUCCION REFUGIO ESCOLAR PARQUE HUILQUIO.RENGO,2008,PROYECTO,Multisectorial,ADMINISTRACION MULTISECTOR,FNDR,OT,216809.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,216809.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30064453,"ANALISIS DESARROLLO PLANES MAESTROS DE GESTIÓN DE TRÁNSITO,RENGO",2008,ESTUDIO BASICO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,25641.0,PERFIL,SECTRA,SECTRA,51282.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30068905,CONSTRUCCION CASETAS SANITARIAS LA CHIMBA,2008,PROYECTO,Vivienda y Urbanismo,SOLUCION HABITACIONAL PARCIAL O COMPLEMENTARIA,Sectorial,,31795.0,PERFIL,SUBSECRETARIA DESARROLLO REGIONAL Y ADMINISTRATIVO,MUNICIPALIDAD DE RENGO,31795.0,La Chimba,Rural,-34.40804,-70.81718,2000s,Pre-PLADECO
30070238,HABILITACION ACCESO DISCAPACITADOS OFICINA REG.CIVIL - RENGO,2008,PROYECTO,Justicia y Seguridad,ADMINISTRACION SECTORIAL JUSTICIA,FNDR,RS,21737.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,REGISTRO CIVIL VI REGION LIB. GRAL. BERNARDO O'HIG,21737.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30070574,AMPLIACION SERVICIO DE AGUA POTABLE SECTOR LA LECHERIA DE ROSARIO,2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,FI,30000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,30000.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
30071503,"INSTALACION SERVICIO DE APR LAS PATAGUAS, RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,OT,15722.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,39306.0,Las Pataguas,Rural,-34.3905,-70.95144,2000s,Pre-PLADECO
30072219,REPOSICION ESCUELA CARLOS CONDELL DE RENGO,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,129568.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,129568.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30073197,REPOSICION POSTA   EL CERRILLO    DE RENGO,2008,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,OT,11500.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,11500.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30074992,MEJORAMIENTO ESCUELA E-209 LUIS GALDAMES DE RENGO,2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,153402.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,153402.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30075709,CONSTRUCCION ALUMBRADO PUBLICO ACCESO UNIVERSIDAD DE VALPO. RENGO,2008,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,RS,12367.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,12367.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30076515,MEJORAMIENTO ACCESO UNIVERSIDAD DE VALPARAISO EN COMUNA DE RENGO,2008,PROYECTO,Transporte y Vialidad,TRANSPORTE CAMINERO,FNDR,RS,100954.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,VIALIDAD MOP VI REGION LIB.GRAL. BERNARDO O'HIGGIN,100954.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30076555,MEJORAMIENTO VEREDAS CENTRO COMERCIAL CIUDAD DE RENGO,2008,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,236738.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,236738.0,Ciudad De Rengo,Urbano,-34.40518,-70.86324,2000s,Pre-PLADECO
30076857,"MEJORAMIENTO SERVICIO DE APR DE POPETA, RENGO",2008,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,RS,65745.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,65745.0,Popeta,Rural,-34.42,-70.88,2000s,Pre-PLADECO
30078140,MEJORAMIENTO PISCINA MUNICIPAL DE ROSARIO. COMUNA DE RENGO,2008,PROYECTO,Deporte,RECREACION,FNDR,RS,51208.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,51208.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
30080203,CONSERVACION EDIFICIO BRIGADA DE INVESTIGACIONES RENGO,2008,PROYECTO,Seguridad Pública,SEGURIDAD PÃšBLICA,FNDR,,76448.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,76448.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30083819,"CONSTRUCCION RED ALCANTARILLADO SECTOR NORPONIENTE, RENGO",2008,PROYECTO,Recursos Hídricos,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,FNDR,RS,472782.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,561624.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30083877,"ANALISIS Y DES. PLANES DE GESTIÓN DE TTO VIAL Y PEATONAL, RENGO",2008,ESTUDIO BASICO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,1000.0,EJECUCION,SECTRA,SECTRA,111292.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30085976,"CONSERVACION ESCUELA COLONIA ESMERALDA, COMUNA DE RENGO",2008,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,,16000.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,65798.0,Esmeralda,Rural,-34.34281,-70.9049,2000s,Pre-PLADECO
20146715,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - RENGO,2009,PROYECTO,Seguridad Pública,SEGURIDAD PÃšBLICA,FNDR,RS,250.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,144908.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20157590,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,2009,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,81655.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,81655.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20182113,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,2009,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,RS,979015.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,1450292.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20185458,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,2009,PROYECTO,Justicia y Seguridad,ADMINISTRACION DE JUSTICIA,Sectorial,RS,753.0,EJECUCION,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,411685.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20193368,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSARIO",2009,PROYECTO,Recursos Hídricos,AGUA POTABLE,FNDR,RS,2882.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,33900.0,Esmeralda,Rural,-34.34281,-70.9049,2000s,Pre-PLADECO
30005466,CONSTRUCCION SEDE UNIVERSIDAD DE VALPARAISO EN RENGO,2009,PROYECTO,Educación y Cultura,EDUCACION SUPERIOR,FNDR,IN,105160.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,3234909.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30008803,CONSTRUCCION PAVIMENTACION CALLE LAUTARO NORTE - RENGO,2009,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,41560.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,41560.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040079,MEJORAMIENTO LICEO TOMAS MARIN DE POVEDA,2009,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,337832.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,356609.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040081,CONSTRUCCION LICEO INDUSTRIAL DE RENGO,2009,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,1199111.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,2189472.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
30040083,AMPLIACION ESCUELA DE APALTA PARA LA JEC,2009,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,760157.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,760157.0,Apalta,Rural,-34.33885,-70.86644,2000s,Pre-PLADECO
30040163,CONSTRUCCION PARA LA JEC LICEO ORIENTE,2009,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,214591.0,EJECUCION,SUBSECRETARIA DE EDUCACION - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,1528746.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
