codigo_bip,descripcion,anio,tipologia,sector,sub_sector,fuente_financiera,rate,monto_solicitado_M,etapa_actual,institucion_financiera,institucion_formuladora,costo_total_M,localidad,tipo_territorial,latitud,longitud,decada,periodo_pladeco
20160094,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,2001,PROYECTO,Deporte,DEPORTE RECREATIVO,FNDR,OT,530705.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,530705.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20161188,CONSTRUCCION EMBALSE PARA RIEGO RIO CLARO RENGO 1ª SECCION,2001,PROYECTO,Medioambiente,RIEGO,Sectorial,OT,200000.0,PERFIL,DIRECCION DE OBRAS HIDRAULICAS,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,200000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20161590,AMPLIACION ESCUELA HUILQUIO DE RENGO,2001,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,65886.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,65886.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20163169,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",2001,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,OT,20000.0,EJECUCION,DIRECCION DE PLANEAMIENTO,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,20000.0,Lo Cartagena,Rural,-34.39026,-70.8737,2000s,Pre-PLADECO
20163170,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,2001,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,OT,97520.0,EJECUCION,DIRECCION DE PLANEAMIENTO,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,97520.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20163170,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,2001,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,RS,4092.0,EJECUCION,DIRECCION DE PLANEAMIENTO,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,12705.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20165167,CONSTRUCCION CASETAS SANITARIAS RINCON DE ROSARIO,2001,PROYECTO,Vivienda y Urbanismo,SOLUCION HABITACIONAL PARCIAL O COMPLEMENTARIA,Sectorial,OT,159500.0,PERFIL,MUNICIPALIDAD DE RENGO - SUBSECRETARIA DESARROLLO REGIONAL Y ADMINISTRATIVO,MUNICIPALIDAD DE RENGO,159500.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20166055,DIAGNOSTICO DE LA OFERT. Y DEM.LABORAL DEL LICEO INDUSTRIAL C-15,2001,ESTUDIO BASICO,Turismo y Comercio,INTERSUBSECTORIAL COMERCIO Y TURISMO,FNDR,RS,8000.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,8000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20166848,CONSTRUCCION PAVIM. CALLE MANUEL FRANCISCO CORREA - ROSARIO,2001,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,60000.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,60000.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20166849,CONSTRUCCION PAVIM. CALLE BUQUES Y MADERAS - ROSARIO,2001,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,60000.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,60000.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20168036,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,2001,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,104100.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,104100.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169524,CAPACITACION ORGANIZACIÓN REGANTES 1ª SECCION RIO CLARO DE RENGO,2001,PROGRAMA,Medioambiente,RIEGO,Sectorial,RS,60000.0,PERFIL,DIRECCION DE OBRAS HIDRAULICAS,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,160000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169651,AMPLIACION PARA LA JEC COLEGIO MANUEL FCO.CORREA,2001,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,306366.0,EJECUCION,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O. - SUB,MUNICIPALIDAD DE RENGO,306366.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169684,CONSTRUCCION PATINODROMO 2° ETAPA,2001,PROYECTO,Deporte,DEPORTE RECREATIVO,Municipal,RS,2100.0,EJECUCION,MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,2100.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169719,CONSTRUCCION CAMARINES Y MULTICANCHA ESTADIO DE ROSARIO,2001,PROYECTO,Deporte,INTERSUBSECTORIAL DEPORTES Y RECREACION,Municipal,OT,3900.0,PERFIL,MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,3900.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20171414,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,2001,ESTUDIO BASICO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,OT,94100.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,94100.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20173059,CONSTRUCCION TECHUMBRE GIMNASIO MULTIUSO,2001,PROYECTO,Deporte,DEPORTE COMPETITIVO,Municipal,,1100.0,PERFIL,MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,1100.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20174242,MANEJO RECAUDACION DERECHOS DE ASEO DE LA COMUNA DE RENGO,2001,PROGRAMA,Multisectorial,ORGANIZACION Y SERVICIOS COMUNALES,Municipal,RS,20000.0,PERFIL,MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,20000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20174243,REPOSICION DEFENSAS FLUVIALES RIO CLARO COMUNA DE RENGO,2001,PROYECTO,Multisectorial,"DEFENSAS FLUVIALES,MARITIMAS Y CAUCES NATURALES",Municipal,,20000.0,PERFIL,MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,20000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20176287,CONSTRUCCION CONSULTORIO GENERAL RENGO,2001,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,RS,2584.0,PREFACTIBILIDAD,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SERVICIO SALUD OHIGGINS,2584.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20185458,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,2001,PROYECTO,Justicia y Seguridad,ADMINISTRACION DE JUSTICIA,Sectorial,FI,47174.0,EJECUCION,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,62090.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20077736,CONSTRUCCION CALLE BISQUERT SECTOR POBL EL NARANJAL,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,FI,70594.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,70594.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20109892,MEJORAMIENTO EVACUACION AGUAS LLUVIAS RENGO,2002,PROYECTO,Recursos Hídricos,EVACUACION DISPOSICION FINAL AGUAS SERVIDAS,Sectorial,OT,45000.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,45000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20122161,CONSTRUCCION PAVIM. CALLE LAUTARO NORTE-RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,130301.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,130301.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20122162,CONSTRUCCION PAVIM. CALLE LAS MERCEDES-RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,RS,58560.0,EJECUCION,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,58560.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20122165,CONSTRUCCION PAVIM. CALLE LOS ESCRIBANOS-RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,FI,145014.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,145014.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20126166,REPOSICION POSTA SALUD RURAL LO DE LOBOS,2002,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,RS,38393.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,74699.0,Lo De Lobo,Rural,-34.37523,-70.82941,2000s,Pre-PLADECO
20127025,ADQUISICION VEHICULO TERRENO CONSULTORIO DE ROSARIO RENGO,2002,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,RS,9680.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,9680.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20142568,CONSTRUCCION PAVIM. AVDA. LAS DELICIAS - ROSARIO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,268925.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,268925.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20145189,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,2002,PROYECTO,Justicia y Seguridad,ADMINISTRACION DE JUSTICIA,FNDR,RS,76387.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,GENDARMERIA VI REGION LIB.GRAL. BERNARDO O'HIGGINS,76387.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20145235,CONSTRUCCION PARQUE PISCINA DE RENGO,2002,PROYECTO,Multisectorial,DESARROLLO URBANO,FNDR,OT,392728.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,392728.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20146715,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - RENGO,2002,PROYECTO,Seguridad Pública,SEGURIDAD PÃšBLICA,FNDR,RS,92456.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,92456.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20152511,AMPLIACION ESCUELA LA PAZ D 186 DE RENGO,2002,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,FI,56998.0,PERFIL,SUBSECRETARIA DE EDUCACION,MUNICIPALIDAD DE RENGO,56998.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20152631,CONSTRUCCION ESCUELA EL NARANJAL,2002,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,680653.0,EJECUCION,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O. - SUB,MUNICIPALIDAD DE RENGO,680653.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20152650,CONSTRUCCION ESCUELA PARQUE ORIENTE,2002,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,738530.0,EJECUCION,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O. - SUB,MUNICIPALIDAD DE RENGO,738530.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20157354,CONSTRUCCION ALUMBRADO PUBLICO CALLE SAN MARTIN NORTE,2002,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,FI,5500.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,5500.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20157401,CONSTRUCCION ALUMBRADO PUBLICO LA CHIMBA POPETA,2002,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,RS,798.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,7979.0,La Chimba,Rural,-34.40804,-70.81718,2000s,Pre-PLADECO
20157404,CONSTRUCCION ALUMBRADO PUBLICO CALLE MICHIMALONGO A CHORRILLOS,2002,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,RS,306.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,3061.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20157590,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,50038.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,50038.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20157826,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,193367.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,193367.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20157998,CONSTRUCCION CICLOVIA RUTA H-511 SECTOR RENGO-ROSARIO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,118943.0,PERFIL,DIRECCION DE VIALIDAD - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,118943.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20160094,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,2002,PROYECTO,Deporte,DEPORTE RECREATIVO,Sectorial,OT,1205000.0,PERFIL,INSTITUTO NACIONAL DE DEPORTES DE CHILE - GOBIERNO REGIONAL - REGION VI LIBERT. ,MUNICIPALIDAD DE RENGO,1205000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20161188,CONSTRUCCION EMBALSE PARA RIEGO RIO CLARO RENGO 1ª SECCION,2002,PROYECTO,Medioambiente,RIEGO,Sectorial,OT,453500.0,PERFIL,DIRECCION DE OBRAS HIDRAULICAS,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,453500.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20163169,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",2002,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,FI,22000.0,EJECUCION,DIRECCION DE PLANEAMIENTO,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,22000.0,Lo Cartagena,Rural,-34.39026,-70.8737,2000s,Pre-PLADECO
20163170,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,2002,PROYECTO,Recursos Hídricos,AGUA POTABLE,Sectorial,FI,120000.0,EJECUCION,DIRECCION DE PLANEAMIENTO,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,120000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20166055,DIAGNOSTICO DE LA OFERT. Y DEM.LABORAL DEL LICEO INDUSTRIAL C-15,2002,ESTUDIO BASICO,Turismo y Comercio,INTERSUBSECTORIAL COMERCIO Y TURISMO,FNDR,RS,8363.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,8363.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20166848,CONSTRUCCION PAVIM. CALLE MANUEL FRANCISCO CORREA - ROSARIO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,78152.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,78152.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20166849,CONSTRUCCION PAVIM. CALLE BUQUES Y MADERAS - ROSARIO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",Sectorial,OT,68797.0,PERFIL,SERVICIO VIVIENDA Y URBANIZACION VI REGION,SEREMI VIVIENDA VI REGION,68797.0,Rosario,Rural,-34.34788,-70.84245,2000s,Pre-PLADECO
20168036,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,RS,108811.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,108811.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169651,AMPLIACION PARA LA JEC COLEGIO MANUEL FCO.CORREA,2002,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,Sectorial,RS,350980.0,EJECUCION,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O. - SUB,MUNICIPALIDAD DE RENGO,350980.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20169684,CONSTRUCCION PATINODROMO 2° ETAPA,2002,PROYECTO,Deporte,DEPORTE RECREATIVO,Sectorial,RS,16830.0,EJECUCION,INSTITUTO NACIONAL DE DEPORTES DE CHILE - MUNICIPALIDAD DE RENGO,MUNICIPALIDAD DE RENGO,16830.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20171414,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,2002,ESTUDIO BASICO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,FI,149114.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,149114.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178664,EQUIPAMIENTO SERVICIO DE ESTERILIZACIÓN HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,Sectorial,OT,23000.0,PERFIL,MINISTERIO DE SALUD,SERVICIO SALUD OHIGGINS,23000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178672,EQUIPAMIENTO SERVICIO DE GINECOLOGIA Y OBSTETRICIA HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,FNDR,OT,20000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SERVICIO SALUD OHIGGINS,20000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178674,EQUIPAMIENTO SERVICIO DE MEDICINA HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,Sectorial,OT,20000.0,PERFIL,MINISTERIO DE SALUD,SERVICIO SALUD OHIGGINS,20000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178674,EQUIPAMIENTO SERVICIO DE MEDICINA HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,Sectorial,RS,1395.0,PERFIL,MINISTERIO DE SALUD,SERVICIO SALUD OHIGGINS,1395.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178680,EQUIPAMIENTO SERVICIO DE CIRUGIA HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,Sectorial,OT,30000.0,PERFIL,MINISTERIO DE SALUD,SERVICIO SALUD OHIGGINS,30000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20178691,EQUIPAMIENTO UNIDAD DE PABELLONES HOSPITAL DE RENGO,2002,PROYECTO,Salud,MEDIA COMPLEJIDAD,FNDR,OT,50000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SERVICIO SALUD OHIGGINS,50000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20179403,CONSTRUCCION PAVIM. CALLE BALMACEDA RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,OT,130344.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,130344.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20179411,CONSTRUCCION PAVIM. CALLE SAN MARTIN NORTE RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,OT,147161.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,147161.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20179418,CONSTRUCCION PAVIM. CALLE JOSE TOMAS VALENCIA RENGO,2002,PROYECTO,Transporte y Vialidad,"TRANSPORTE URBANO,VIALIDAD PEATONAL",FNDR,OT,31075.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,SEREMI VIVIENDA VI REGION,31075.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20180307,ANALISIS MEJORAMIENTO ENTORNO TEATRO MUNICIPAL DE RENGO,2002,ESTUDIO BASICO,Educación y Cultura,ARTE Y CULTURA,FNDR,FI,18000.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,ARQUITECTURA MOP VI REGION,18000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20181004,APLICACION FORTALECIMIENTO ORG. DE REGANTES 1ª SECCION RIO CLARO,2002,PROGRAMA,Medioambiente,RIEGO,Sectorial,RS,34684.0,PERFIL,DIRECCION DE OBRAS HIDRAULICAS,DIRECCION DE OBRAS HIDRAULICAS MOP VI REGION,104052.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20181830,REPOSICION SALA CUNA CENTRO ABIERTO BELLO HORIZONTE,2002,PROYECTO,Educación y Cultura,EDUCACION PREBASICA,FNDR,RS,54689.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,INTEGRA,54689.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20181902,CONSTRUCCION ALUMBRADO PUBLICO PUENTE LO CARTAGENA-PUEBLO HUNDIDO,2002,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,FI,7456.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,7456.0,Pueblo Hundido,Rural,-34.37959,-70.88094,2000s,Pre-PLADECO
20181941,CONSTRUCCION ELECTRIFICACION LOTEO LA ESPERANZA SECTOR LA GLORIA LO,2002,PROYECTO,Energía,ALUMBRADO PUBLICO,FNDR,FI,6116.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,6116.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20182032,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,2002,PROYECTO,Educación y Cultura,EDUCACION BASICA Y MEDIA,FNDR,RS,102717.0,PERFIL,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,102717.0,Popeta,Rural,-34.42,-70.88,2000s,Pre-PLADECO
20182113,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,2002,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,OT,10000.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,10000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20182113,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,2002,PROYECTO,Salud,BAJA COMPLEJIDAD,FNDR,FI,320000.0,EJECUCION,GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,320000.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
20182348,CONSTRUCCION PATINODROMO 3ª ETAPA,2002,PROYECTO,Deporte,DEPORTE COMPETITIVO,FNDR,FI,82575.0,PERFIL,MUNICIPALIDAD DE RENGO - GOBIERNO REGIONAL - REGION VI LIBERT. BERNARDO O.,MUNICIPALIDAD DE RENGO,82575.0,Rengo (comunal),Comunal,-34.40518,-70.86324,2000s,Pre-PLADECO
