punto_id,tipo_punto,nombre,latitud,longitud,localidad,categoria,valor_M,fecha
BIP0315,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,22000.0,2002
BIP0316,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,120000.0,2002
BIP0317,Proyecto BIP,DIAGNOSTICO DE LA OFERT. Y DEM.LABORAL DEL LICEO INDUSTRIAL ,-34.40518,-70.86324,Rengo (comunal),Turismo y Comercio,8363.0,2002
BIP0318,Proyecto BIP,CONSTRUCCION PAVIM. CALLE MANUEL FRANCISCO CORREA - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,78152.0,2002
BIP0319,Proyecto BIP,CONSTRUCCION PAVIM. CALLE BUQUES Y MADERAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,68797.0,2002
BIP0320,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,108811.0,2002
BIP0321,Proyecto BIP,AMPLIACION PARA LA JEC COLEGIO MANUEL FCO.CORREA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,350980.0,2002
BIP0322,Proyecto BIP,CONSTRUCCION PATINODROMO 2° ETAPA,-34.40518,-70.86324,Rengo (comunal),Deporte,16830.0,2002
BIP0323,Proyecto BIP,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,149114.0,2002
BIP0324,Proyecto BIP,EQUIPAMIENTO SERVICIO DE ESTERILIZACIÓN HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,23000.0,2002
BIP0325,Proyecto BIP,EQUIPAMIENTO SERVICIO DE GINECOLOGIA Y OBSTETRICIA HOSPITAL ,-34.40518,-70.86324,Rengo (comunal),Salud,20000.0,2002
BIP0326,Proyecto BIP,EQUIPAMIENTO SERVICIO DE MEDICINA HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,20000.0,2002
BIP0327,Proyecto BIP,EQUIPAMIENTO SERVICIO DE MEDICINA HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,1395.0,2002
BIP0328,Proyecto BIP,EQUIPAMIENTO SERVICIO DE CIRUGIA HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,30000.0,2002
BIP0329,Proyecto BIP,EQUIPAMIENTO UNIDAD DE PABELLONES HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,50000.0,2002
BIP0330,Proyecto BIP,CONSTRUCCION PAVIM. CALLE BALMACEDA RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,130344.0,2002
BIP0331,Proyecto BIP,CONSTRUCCION PAVIM. CALLE SAN MARTIN NORTE RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,147161.0,2002
BIP0332,Proyecto BIP,CONSTRUCCION PAVIM. CALLE JOSE TOMAS VALENCIA RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,31075.0,2002
BIP0333,Proyecto BIP,ANALISIS MEJORAMIENTO ENTORNO TEATRO MUNICIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,18000.0,2002
BIP0334,Proyecto BIP,APLICACION FORTALECIMIENTO ORG. DE REGANTES 1ª SECCION RIO C,-34.40518,-70.86324,Rengo (comunal),Medioambiente,104052.0,2002
BIP0335,Proyecto BIP,REPOSICION SALA CUNA CENTRO ABIERTO BELLO HORIZONTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,54689.0,2002
BIP0336,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO PUENTE LO CARTAGENA-PUEBLO HU,-34.37959,-70.88094,Pueblo Hundido,Energía,7456.0,2002
BIP0337,Proyecto BIP,CONSTRUCCION ELECTRIFICACION LOTEO LA ESPERANZA SECTOR LA GL,-34.40518,-70.86324,Rengo (comunal),Energía,6116.0,2002
BIP0338,Proyecto BIP,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,-34.42,-70.88,Popeta,Educación y Cultura,102717.0,2002
BIP0339,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,10000.0,2002
BIP0340,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,320000.0,2002
BIP0341,Proyecto BIP,CONSTRUCCION PATINODROMO 3ª ETAPA,-34.40518,-70.86324,Rengo (comunal),Deporte,82575.0,2002
BIP0342,Proyecto BIP,CONSTRUCCION PASO BAJO NIVELFF.CC. AVDA. BISQUERTT,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,1050.0,2002
BIP0343,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE JOSE TOMAS VALENCIA,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,20969.0,2002
BIP0344,Proyecto BIP,HABILITACION CINE TEATRO MUNCIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,255000.0,2002
BIP0345,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME.COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,108785.0,2002
BIP0346,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-50-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,72019.0,2002
BIP0347,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-60-RENGO SECTOR VILLA DEL COBIL,-34.39994,-70.89498,Cobil,Transporte y Vialidad,234754.0,2002
BIP0348,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,54555.0,2002
BIP0349,Proyecto BIP,ACTUALIZACION DEL CATASTRO DE ROLES NO AGRICOLAS DE LA COMUN,-34.40518,-70.86324,Rengo (comunal),Multisectorial,21063.0,2002
BIP0350,Proyecto BIP,ADQUISICION VEHICULO TERRENO CONSULTORIO DE ROSARIO RENGO,-34.34788,-70.84245,Rosario,Salud,9966.0,2003
BIP0351,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,78373.0,2003
BIP0352,Proyecto BIP,CONSTRUCCION PARQUE PISCINA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,405000.0,2003
BIP0353,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,94894.0,2003
BIP0354,Proyecto BIP,CONSTRUCCION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,651926.0,2003
BIP0355,Proyecto BIP,CONSTRUCCION ESCUELA PARQUE ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,760758.0,2003
BIP0356,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE SAN MARTIN NORTE,-34.40518,-70.86324,Rengo (comunal),Energía,5500.0,2003
BIP0357,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,50038.0,2003
BIP0358,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,193367.0,2003
BIP0359,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-511 SECTOR RENGO-ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,121299.0,2003
BIP0360,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,80500.0,2003
BIP0361,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,124800.0,2003
BIP0362,Proyecto BIP,DIAGNOSTICO DE LA OFERT. Y DEM.LABORAL DEL LICEO INDUSTRIAL ,-34.40518,-70.86324,Rengo (comunal),Turismo y Comercio,8610.0,2003
BIP0363,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,112026.0,2003
BIP0364,Proyecto BIP,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,149000.0,2003
BIP0365,Proyecto BIP,EQUIPAMIENTO SERVICIO DE MEDICINA HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,20500.0,2003
BIP0366,Proyecto BIP,REPOSICION SALA CUNA CENTRO ABIERTO BELLO HORIZONTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,65143.0,2003
BIP0367,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO PUENTE LO CARTAGENA-PUEBLO HU,-34.37959,-70.88094,Pueblo Hundido,Energía,3743.0,2003
BIP0368,Proyecto BIP,CONSTRUCCION ELECTRIFICACION LOTEO LA ESPERANZA SECTOR LA GL,-34.40518,-70.86324,Rengo (comunal),Energía,5600.0,2003
BIP0369,Proyecto BIP,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,-34.42,-70.88,Popeta,Educación y Cultura,105426.0,2003
BIP0370,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,320000.0,2003
BIP0371,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,10000.0,2003
BIP0372,Proyecto BIP,CONSTRUCCION PASO BAJO NIVELFF.CC. AVDA. BISQUERTT,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,5300.0,2003
BIP0373,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE JOSE TOMAS VALENCIA,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,31075.0,2003
BIP0374,Proyecto BIP,HABILITACION CINE TEATRO MUNCIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,66000.0,2003
BIP0375,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME.COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,108785.0,2003
BIP0376,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-60-RENGO SECTOR VILLA DEL COBIL,-34.39994,-70.89498,Cobil,Transporte y Vialidad,234754.0,2003
BIP0377,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,367577.0,2003
BIP0378,Proyecto BIP,AMPLIACION ESCUELA RIO CLARO DE RENGO PARA LA JEC,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,10001.0,2003
BIP0379,Proyecto BIP,AMPLIACION ESCUELA RIO CLARO DE RENGO PARA LA JEC,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,251191.0,2003
BIP0380,Proyecto BIP,AMPLIACION ESCUELA APALTA PARA LA JEC,-34.33885,-70.86644,Apalta,Educación y Cultura,208000.0,2003
BIP0381,Proyecto BIP,AMPLIACION ESCUELA SANTA TERESA DE AVILA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,150340.0,2003
BIP0382,Proyecto BIP,AMPLIACION ESCUELA SANTA TERESA DE AVILA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,8000.0,2003
BIP0383,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SERVICIO APR DE LO DE LOBOS, RENGO",-34.37523,-70.82941,Lo De Lobo,Recursos Hídricos,112439.0,2003
BIP0384,Proyecto BIP,REPOSICION SERVICIO AGUA POTABLE RURAL DE POPETA,-34.42,-70.88,Popeta,Recursos Hídricos,115000.0,2003
BIP0385,Proyecto BIP,AMPLIACION LICEO LUIS URBINA FLORES,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,306000.0,2003
BIP0386,Proyecto BIP,AMPLIACION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,79500.0,2003
BIP0387,Proyecto BIP,AMPLIACION PLANTA TRATAMIENTO ESCUELA ESMERALDA,-34.34281,-70.9049,Esmeralda,Educación y Cultura,13500.0,2003
BIP0388,Proyecto BIP,MEJORAMIENTO ALCANTARILLADO ESCUELA RINCONADA DE MALAMBO,-34.42437,-70.83827,Malambo,Educación y Cultura,21000.0,2003
BIP0389,Proyecto BIP,CONSTRUCCION RED DE AGUA POTABLE CALLEJON MICHIMALONGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,7500.0,2003
BIP0390,Proyecto BIP,ADQUISICION MAQUINA EXCAVADORA,-34.40518,-70.86324,Rengo (comunal),Multisectorial,93000.0,2003
BIP0391,Proyecto BIP,MEJORAMIENTO ALUMBRADO PUBLICO COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Energía,11000.0,2003
BIP0392,Proyecto BIP,CONSERVACION DEFENSAS FLUVIALES SECTOR POPETA A LA CHIMBA,-34.40804,-70.81718,La Chimba,Multisectorial,15500.0,2003
BIP0393,Proyecto BIP,CONSTRUCCION AREAS VERDES DE PARQUES Y COMPLEJOS DEPORTIVOS,-34.40518,-70.86324,Rengo (comunal),Multisectorial,16000.0,2003
BIP0394,Proyecto BIP,CONSTRUCCION AREAS VERDES DE PARQUES Y COMPLEJOS DEPORTIVOS,-34.40518,-70.86324,Rengo (comunal),Multisectorial,6000.0,2003
BIP0395,Proyecto BIP,CONSTRUCCION CAMARINES ESTADIO DE ROSARIO,-34.34788,-70.84245,Rosario,Deporte,23000.0,2003
BIP0396,Proyecto BIP,CONSTRUCCION LOSA INICIACION DE PATINAJE,-34.40518,-70.86324,Rengo (comunal),Deporte,55500.0,2003
BIP0397,Proyecto BIP,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO.RENGO,-34.40518,-70.86324,Rengo (comunal),Deporte,54160.0,2003
BIP0398,Proyecto BIP,CONSTRUCCION PARQUE CRIOLLO SEGUNDA ETAPA,-34.40518,-70.86324,Rengo (comunal),Deporte,59500.0,2003
BIP0399,Proyecto BIP,HABILITACION CINE TEATRO MUNICIPAL DE RENGO SEGUNDA ETAPA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,119000.0,2003
BIP0400,Proyecto BIP,HABILITACION PISCINA TEMPERADA HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,18128.0,2003
BIP0401,Proyecto BIP,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSA",-34.34281,-70.9049,Esmeralda,Recursos Hídricos,23264.0,2003
BIP0402,Proyecto BIP,EQUIPAMIENTO DE OITM PARA LA ACTUALIZACION DEL CATASTRO DE R,-34.40518,-70.86324,Rengo (comunal),Multisectorial,2995.0,2003
BIP0403,Proyecto BIP,CONSTRUCCION DE ANDENES E ILUMINACION PARADERO TRENES ROSARI,-34.34788,-70.84245,Rosario,Transporte y Vialidad,3257.0,2003
BIP0404,Proyecto BIP,"REPARACION Y DESVIO CANAL RAMIRANO, COMUNA DE RENGO",-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,2748.0,2003
BIP0405,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,80614.0,2004
BIP0406,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,107305.0,2004
BIP0407,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE SAN MARTIN NORTE,-34.40518,-70.86324,Rengo (comunal),Energía,1340.0,2004
BIP0408,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,51451.0,2004
BIP0409,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,204070.0,2004
BIP0410,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-511 SECTOR RENGO-ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,133336.0,2004
BIP0411,Proyecto BIP,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,-34.40518,-70.86324,Rengo (comunal),Deporte,92630.0,2004
BIP0412,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,82773.0,2004
BIP0413,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,151571.0,2004
BIP0414,Proyecto BIP,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,153207.0,2004
BIP0415,Proyecto BIP,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,-34.42,-70.88,Popeta,Educación y Cultura,108402.0,2004
BIP0416,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,337713.0,2004
BIP0417,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,19500.0,2004
BIP0418,Proyecto BIP,CONSTRUCCION PASO BAJO NIVELFF.CC. AVDA. BISQUERTT,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,66000.0,2004
BIP0419,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE JOSE TOMAS VALENCIA,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,22129.0,2004
BIP0420,Proyecto BIP,HABILITACION CINE TEATRO MUNCIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,69758.0,2004
BIP0421,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME.COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,114805.0,2004
BIP0422,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-50-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,76005.0,2004
BIP0423,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-60-RENGO SECTOR VILLA DEL COBIL,-34.39994,-70.89498,Cobil,Transporte y Vialidad,241383.0,2004
BIP0424,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,378459.0,2004
BIP0425,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SERVICIO APR DE LO DE LOBOS, RENGO",-34.37523,-70.82941,Lo De Lobo,Recursos Hídricos,201021.0,2004
BIP0426,Proyecto BIP,REPOSICION SERVICIO AGUA POTABLE RURAL DE POPETA,-34.42,-70.88,Popeta,Recursos Hídricos,215836.0,2004
BIP0427,Proyecto BIP,AMPLIACION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,81743.0,2004
BIP0428,Proyecto BIP,CONSERVACION DEFENSAS FLUVIALES SECTOR POPETA A LA CHIMBA,-34.40804,-70.81718,La Chimba,Multisectorial,15937.0,2004
BIP0429,Proyecto BIP,CONSTRUCCION AREAS VERDES DE PARQUES Y COMPLEJOS DEPORTIVOS,-34.40518,-70.86324,Rengo (comunal),Multisectorial,36000.0,2004
BIP0430,Proyecto BIP,CONSTRUCCION AREAS VERDES CALLES Y PLAZAS DE LA COMUNA DE RE,-34.40518,-70.86324,Rengo (comunal),Multisectorial,36500.0,2004
BIP0431,Proyecto BIP,CONSTRUCCION CAMARINES ESTADIO DE ROSARIO,-34.34788,-70.84245,Rosario,Deporte,28000.0,2004
BIP0432,Proyecto BIP,CONSTRUCCION LOSA INICIACION DE PATINAJE,-34.40518,-70.86324,Rengo (comunal),Deporte,18711.0,2004
BIP0433,Proyecto BIP,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSA",-34.34281,-70.9049,Esmeralda,Recursos Hídricos,30483.0,2004
BIP0434,Proyecto BIP,CONSTRUCCION SEDE UNIVERSIDAD DE VALPARAISO EN RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1200000.0,2004
BIP0435,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO VARIOS SECTORES,-34.40518,-70.86324,Rengo (comunal),Energía,26240.0,2004
BIP0436,Proyecto BIP,INVESTIGACION SOBRE EL DESARROLLO PRODUCTICO COMUNAL,-34.40518,-70.86324,Rengo (comunal),Turismo y Comercio,27000.0,2004
BIP0437,Proyecto BIP,EXPLOTACION DEL DESARROLLO TURISTICODEL SECTOR DE POPETA,-34.42,-70.88,Popeta,Turismo y Comercio,37000.0,2004
BIP0438,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE LAUTARO NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,142000.0,2004
BIP0439,Proyecto BIP,REPOSICION PARCIAL SALA CUNA BELLO HORIZONTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,67136.0,2004
BIP0440,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA SANTA TERESA DE AVILA DE RENG,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,229984.0,2004
BIP0441,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA SANTA TERESA DE AVILA DE RENG,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,12000.0,2004
BIP0442,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 1,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,3800.0,2004
BIP0443,Proyecto BIP,EQUIPAMIENTO MONITOR SALA RECUPERACION HOSPITAL RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,11398.0,2004
BIP0444,Proyecto BIP,INSTALACION Y  CONSTRUCCION MONUMENTO CACIQUE RENGO.,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,5737.0,2004
BIP0445,Proyecto BIP,CONSTRUCCION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 2,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,3800.0,2004
BIP0446,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,70428.0,2005
BIP0447,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,153062.0,2005
BIP0448,Proyecto BIP,AMPLIACION ESCUELA GUSTAVO BISQUERTT S. DE POPETA RENGO,-34.42,-70.88,Popeta,Educación y Cultura,109564.0,2005
BIP0449,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,19708.0,2005
BIP0450,Proyecto BIP,CONSTRUCCION CONSULTORIO URBANO PARA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,975115.0,2005
BIP0451,Proyecto BIP,CONSTRUCCION PASO BAJO NIVELFF.CC. AVDA. BISQUERTT,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,16000.0,2005
BIP0452,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,381990.0,2005
BIP0453,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SERVICIO APR DE LO DE LOBOS, RENGO",-34.37523,-70.82941,Lo De Lobo,Recursos Hídricos,129875.0,2005
BIP0454,Proyecto BIP,REPOSICION SERVICIO AGUA POTABLE RURAL DE POPETA,-34.42,-70.88,Popeta,Recursos Hídricos,190289.0,2005
BIP0455,Proyecto BIP,CONSERVACION DEFENSAS FLUVIALES SECTOR POPETA A LA CHIMBA,-34.40804,-70.81718,La Chimba,Multisectorial,16108.0,2005
BIP0456,Proyecto BIP,CONSTRUCCION CAMARINES ESTADIO DE ROSARIO,-34.34788,-70.84245,Rosario,Deporte,28299.0,2005
BIP0457,Proyecto BIP,CONSTRUCCION LOSA INICIACION DE PATINAJE,-34.40518,-70.86324,Rengo (comunal),Deporte,18911.0,2005
BIP0458,Proyecto BIP,"AMPLIACION AGUA POTABLE CALLEJONES SECTOR LA ESMERALDA, ROSA",-34.34281,-70.9049,Esmeralda,Recursos Hídricos,30810.0,2005
BIP0459,Proyecto BIP,CONSTRUCCION SEDE UNIVERSIDAD DE VALPARAISO EN RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1083493.0,2005
BIP0460,Proyecto BIP,REPOSICION PARCIAL SALA CUNA BELLO HORIZONTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,60564.0,2005
BIP0461,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA SANTA TERESA DE AVILA DE RENG,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,199316.0,2005
BIP0462,Proyecto BIP,AMPLIACION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 1,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,136292.0,2005
BIP0463,Proyecto BIP,HABILITACION GIMNASIO DEPORTIVO LA ISLA,-34.40518,-70.86324,Rengo (comunal),Deporte,52900.0,2005
BIP0464,Proyecto BIP,CONSTRUCCION PARA LA JEC ESCUELA RIO CLARO LA ISLA LOCAL 2,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,373698.0,2005
BIP0465,Proyecto BIP,MEJORAMIENTO LICEO TOMAS MARIN DE POVEDA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,6517.0,2005
BIP0466,Proyecto BIP,CONSTRUCCION LICEO INDUSTRIAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,62256.0,2005
BIP0467,Proyecto BIP,AMPLIACION ESCUELA DE APALTA PARA LA JEC,-34.33885,-70.86644,Apalta,Educación y Cultura,14000.0,2005
BIP0468,Proyecto BIP,AMPLIACION PARA LA JEC LICEO LUIS URBINA FLORES,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,9000.0,2005
BIP0469,Proyecto BIP,CONSTRUCCION PARA LA JEC LICEO ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,43000.0,2005
BIP0470,Proyecto BIP,"MEJORAMIENTO SERVICIO DE APR EL TREBAL - CERRILLOS, COMUNA D",-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,13644.0,2005
BIP0471,Proyecto BIP,CONSTRUCCION ALUMB PUB. PTE. LA CHIMBA Y CAMINO CHANQUEAHUE ,-34.4335,-70.78779,Chanqueahue,Energía,3853.0,2005
