punto_id,tipo_punto,nombre,latitud,longitud,localidad,categoria,valor_M,fecha
BIP0156,Proyecto BIP,CONSTRUCCION PAVIM. AVDA. LAS DELICIAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,139251.0,1999
BIP0157,Proyecto BIP,CONSTRUCCION PARQUE ORIENTE DE RENGO,-34.40518,-70.86324,Rengo (comunal),Deporte,50000.0,1999
BIP0158,Proyecto BIP,DIAGNOSTICO ALCANTARILLADO VARIOS SECTORES RURALES RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,40000.0,1999
BIP0159,Proyecto BIP,AMPLIACION SERVICIO ALCANTARILLADO DIVERSOS SECTORES RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,40000.0,1999
BIP0160,Proyecto BIP,CONSTRUCCION CASA DE LA CULTURA RENGO TERCERA ETAPA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,120000.0,1999
BIP0161,Proyecto BIP,REPOSICION EQUIPAMIENTO MATERNIDAD HOSPITAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,22000.0,1999
BIP0162,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,87250.0,1999
BIP0163,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,3100.0,1999
BIP0164,Proyecto BIP,CONSTRUCCION PARQUE DE ROSARIO,-34.34788,-70.84245,Rosario,Deporte,30000.0,1999
BIP0165,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LA ESMERALDA,-34.34281,-70.9049,Esmeralda,Energía,13570.0,1999
BIP0166,Proyecto BIP,ANALISIS CONECCION DIRECTA DEL TRONCAL ENDESA-RENGO,-34.40518,-70.86324,Rengo (comunal),Energía,7000.0,1999
BIP0167,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS ROSARIO CENTRO Y RENGO URBAN,-34.34788,-70.84245,Rosario Centro,Vivienda y Urbanismo,312840.0,1999
BIP0168,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS SECTOR CHOAPINOS Y EL RETIRO,-34.395,-70.85,El Retiro,Vivienda y Urbanismo,10600.0,1999
BIP0169,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,65920.0,1999
BIP0170,Proyecto BIP,CONSTRUCCION CICLOVÍA RENGO -ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,120000.0,1999
BIP0171,Proyecto BIP,CONSTRUCCION PARQUE PISCINA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,100000.0,1999
BIP0172,Proyecto BIP,ADQUISICION TERRENOS NUEVOS COLEGIOS JORNADA ESCOLAR COMPLET,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,170000.0,1999
BIP0173,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,77161.0,1999
BIP0174,Proyecto BIP,MEJORAMIENTO RED ALCANTARILLADO RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,9775.0,1999
BIP0175,Proyecto BIP,AMPLIACION ESCUELA LA PAZ D 186 DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,59460.0,1999
BIP0176,Proyecto BIP,CONSTRUCCION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,550703.0,1999
BIP0177,Proyecto BIP,AMPLIACION ESCUELA HUILQUIO DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,67724.0,1999
BIP0178,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,17000.0,1999
BIP0179,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,17000.0,1999
BIP0180,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS RINCON DE ROSARIO,-34.34788,-70.84245,Rosario,Vivienda y Urbanismo,7000.0,1999
BIP0181,Proyecto BIP,CONSTRUCCION CALLE BISQUERT SECTOR POBL EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,65739.0,2000
BIP0182,Proyecto BIP,CONSTRUCCION SERVICIO A.P.R. SECTOR LA ESMERALDA RENGO,-34.34281,-70.9049,Esmeralda,Recursos Hídricos,147275.0,2000
BIP0183,Proyecto BIP,HABILITACION CINE TEATRO MUNICIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,296458.0,2000
BIP0184,Proyecto BIP,REPOSICION CENTRO ABIERTO BELLO HORIZONTE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,117527.0,2000
BIP0185,Proyecto BIP,MEJORAMIENTO EVACUACION AGUAS LLUVIAS RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,40000.0,2000
BIP0186,Proyecto BIP,CONSTRUCCION ESTADI CLUB DEPORTIVO LA ISLA,-34.40518,-70.86324,Rengo (comunal),Deporte,28800.0,2000
BIP0187,Proyecto BIP,CONSTRUCCION PAVIM. CALLE QUINTALBA-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,92723.0,2000
BIP0188,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAUTARO NORTE-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,121340.0,2000
BIP0189,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAS MERCEDES-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,54532.0,2000
BIP0190,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LOS ESCRIBANOS-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,135041.0,2000
BIP0191,Proyecto BIP,CONSTRUCCION PAVIM. CALLE CAUPOLICAN II ETAPA-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,23364.0,2000
BIP0192,Proyecto BIP,AMPLIACION ESCUELA LUIS GALDAMEZ RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,548912.0,2000
BIP0193,Proyecto BIP,REPOSICION POSTA SALUD RURAL LO DE LOBOS,-34.37523,-70.82941,Lo De Lobo,Salud,1511.0,2000
BIP0194,Proyecto BIP,REPOSICION POSTA SALUD RURAL LO DE LOBOS,-34.37523,-70.82941,Lo De Lobo,Salud,60740.0,2000
BIP0195,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLEJON VILUCO LARGO Y VILUC,-34.40518,-70.86324,Rengo (comunal),Energía,3910.0,2000
BIP0196,Proyecto BIP,ADQUISICION VEHICULO TERRENO CONSULTORIO DE ROSARIO RENGO,-34.34788,-70.84245,Rosario,Salud,6610.0,2000
BIP0197,Proyecto BIP,HABILITACION CENTRO DE DIAGNOSTICO Y ATENCIÓN PSICO KINESICO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,53610.0,2000
BIP0198,Proyecto BIP,MEJORAMIENTO SERVICIO DE APR CHANQUEAHUE,-34.4335,-70.78779,Chanqueahue,Recursos Hídricos,238399.0,2000
BIP0199,Proyecto BIP,MEJORAMIENTO SERVICIO DE APR CHOAPINOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,170888.0,2000
BIP0200,Proyecto BIP,REPARACION Y EQUIPAMIENTO PRIMER JUZGADO DE LETRAS DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,13418.0,2000
BIP0201,Proyecto BIP,CONSTRUCCION BODEGA PRODUCTOS LACTEOS PARA MICROAREA RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,16500.0,2000
BIP0202,Proyecto BIP,DIAGNOSTICO REFORMULACION CURRICULAR Y FORTALECIMI.LICEO TEC,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,33590.0,2000
BIP0203,Proyecto BIP,CONSTRUCCION PATINODROMO DE RENGO,-34.40518,-70.86324,Rengo (comunal),Deporte,160000.0,2000
BIP0204,Proyecto BIP,CONSTRUCCION PAVIM. CALLE COLO COLO - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,95937.0,2000
BIP0205,Proyecto BIP,CONSTRUCCION PAVIM. AVDA. LAS DELICIAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,250431.0,2000
BIP0206,Proyecto BIP,CONSTRUCCION CASA DE LA CULTURA RENGO TERCERA ETAPA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,126242.0,2000
BIP0207,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,4200.0,2000
BIP0208,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,308629.0,2000
BIP0209,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LA ESMERALDA,-34.34281,-70.9049,Esmeralda,Energía,13556.0,2000
BIP0210,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,69875.0,2000
BIP0211,Proyecto BIP,CONSTRUCCION PARQUE PISCINA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,375816.0,2000
BIP0212,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,77161.0,2000
BIP0213,Proyecto BIP,CONSTRUCCION MEJORAMIENTOS ADIC. INGRESO A JEC 6 COLEGIOS UR,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,1676622.0,2000
BIP0214,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE SAN MARTIN NORTE,-34.40518,-70.86324,Rengo (comunal),Energía,3301.0,2000
BIP0215,Proyecto BIP,INSTALACION RED ALCANTARILLADO CALLEJON LO CARTAGENA,-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,5182.0,2000
BIP0216,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LA CHIMBA POPETA,-34.40804,-70.81718,La Chimba,Energía,11598.0,2000
BIP0217,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE MICHIMALONGO A CHORRILL,-34.40518,-70.86324,Rengo (comunal),Energía,4104.0,2000
BIP0218,Proyecto BIP,INSTALACION RED DE AGUA POTABLE DE CAMARICO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,38300.0,2000
BIP0219,Proyecto BIP,INSTALACION RED DE ALCANTARILLADO CALLE CARTA PROPIA,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,6500.0,2000
BIP0220,Proyecto BIP,CONSTRUCCION MULTICANCHAS COMPLEMENTARIAS GIMNASIO MUNICIP. ,-34.40518,-70.86324,Rengo (comunal),Deporte,41145.0,2000
BIP0221,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,44514.0,2000
BIP0222,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,142300.0,2000
BIP0223,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE GUANGUALI SUR - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,30150.0,2000
BIP0224,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE LA ARAUCANA - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,6030.0,2000
BIP0225,Proyecto BIP,EQUIPAMIENTO SEGUNDO BOX DENTAL EN CENTRO DE SALUD DE ROSARI,-34.34788,-70.84245,Rosario,Salud,7000.0,2000
BIP0226,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-511 SECTOR RENGO-ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,113821.0,2000
BIP0227,Proyecto BIP,CONSTRUCCION VEREDAS SECTOR LA ISLA,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,15000.0,2000
BIP0228,Proyecto BIP,HABILITACION Y EQUIPAMIENTO DEL INTERNADO HOGAR DEL EST.RENG,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,80000.0,2000
BIP0229,Proyecto BIP,CONSTRUCCION RED ALCANTARILLADO LA ISLA,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,69000.0,2000
BIP0230,Proyecto BIP,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,-34.40518,-70.86324,Rengo (comunal),Deporte,1081410.0,2000
BIP0231,Proyecto BIP,CONSTRUCCION ILUMINACION Y GRADERIAS COMPLEJO DEPORTIVO ROSA,-34.34788,-70.84245,Rosario,Deporte,36038.0,2000
BIP0232,Proyecto BIP,CONSTRUCCION EMBALSE PARA RIEGO RIO CLARO RENGO 1ª SECCION,-34.40518,-70.86324,Rengo (comunal),Medioambiente,184574.0,2000
BIP0233,Proyecto BIP,AMPLIACION ESCUELA HUILQUIO DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,64228.0,2000
BIP0234,Proyecto BIP,MEJORAMIENTO ESDATIO C.D. UNION LAS VI±AS DE RENGO,-34.40518,-70.86324,Rengo (comunal),Deporte,27000.0,2000
BIP0235,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,15000.0,2000
BIP0236,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS RINCON DE ROSARIO,-34.34788,-70.84245,Rosario,Vivienda y Urbanismo,159500.0,2000
BIP0237,Proyecto BIP,CONSTRUCCION CALLE BISQUERT SECTOR POBL EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,67447.0,2001
BIP0238,Proyecto BIP,EQUIPAMIENTO PARQUE MUNICIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,325000.0,2001
BIP0239,Proyecto BIP,HABILITACION CINE TEATRO MUNICIPAL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,333811.0,2001
BIP0240,Proyecto BIP,MEJORAMIENTO EVACUACION AGUAS LLUVIAS RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,40000.0,2001
BIP0241,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS SECTOR ESMERALDA,-34.34281,-70.9049,Esmeralda,Vivienda y Urbanismo,22000.0,2001
BIP0242,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAUTARO NORTE-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,124493.0,2001
BIP0243,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAS MERCEDES-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,55950.0,2001
BIP0244,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LOS ESCRIBANOS-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,138550.0,2001
BIP0245,Proyecto BIP,CONSTRUCCION PAVIM. CALLE CAUPOLICAN II ETAPA-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,33370.0,2001
BIP0246,Proyecto BIP,AMPLIACION ESCUELA LUIS GALDAMEZ RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,525147.0,2001
BIP0247,Proyecto BIP,REPOSICION POSTA SALUD RURAL LO DE LOBOS,-34.37523,-70.82941,Lo De Lobo,Salud,66847.0,2001
BIP0248,Proyecto BIP,ADQUISICION VEHICULO TERRENO CONSULTORIO DE ROSARIO RENGO,-34.34788,-70.84245,Rosario,Salud,9200.0,2001
BIP0249,Proyecto BIP,MEJORAMIENTO SERVICIO DE APR CHOAPINOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,94722.0,2001
BIP0250,Proyecto BIP,REPARACION Y EQUIPAMIENTO PRIMER JUZGADO DE LETRAS DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,13728.0,2001
BIP0251,Proyecto BIP,CONSTRUCCION PAVIM. AVDA. LAS DELICIAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,256938.0,2001
BIP0252,Proyecto BIP,CONSTRUCCION CASA DE LA CULTURA RENGO TERCERA ETAPA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,126242.0,2001
BIP0253,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,308629.0,2001
BIP0254,Proyecto BIP,CONSTRUCCION CENTRO EDUCACION INTEGRADA DE ADULTOS,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,4200.0,2001
BIP0255,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS ROSARIO CENTRO Y RENGO URBAN,-34.34788,-70.84245,Rosario Centro,Vivienda y Urbanismo,312840.0,2001
BIP0256,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,72166.0,2001
BIP0257,Proyecto BIP,CONSTRUCCION PARQUE PISCINA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,375816.0,2001
BIP0258,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,88453.0,2001
BIP0259,Proyecto BIP,AMPLIACION ESCUELA REPUBLICA DE ALEMANIA PARA JEC,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,135107.0,2001
BIP0260,Proyecto BIP,AMPLIACION ESCUELA VICENTE HUIDOBRO G 195,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,96440.0,2001
BIP0261,Proyecto BIP,AMPLIACION ESCUELA LA PAZ D 186 DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,54797.0,2001
BIP0262,Proyecto BIP,MEJORAMIENTO ESCUELA CARLOS CONDELLE 210 DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,30137.0,2001
BIP0263,Proyecto BIP,CONSTRUCCION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,19000.0,2001
BIP0264,Proyecto BIP,CONSTRUCCION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,629554.0,2001
BIP0265,Proyecto BIP,CONSTRUCCION ESCUELA PARQUE ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,22000.0,2001
BIP0266,Proyecto BIP,CONSTRUCCION ESCUELA PARQUE ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,706555.0,2001
BIP0267,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LA CHIMBA POPETA,-34.40804,-70.81718,La Chimba,Energía,11697.0,2001
BIP0268,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE MICHIMALONGO A CHORRILL,-34.40518,-70.86324,Rengo (comunal),Energía,4210.0,2001
BIP0269,Proyecto BIP,INSTALACION RED DE ALCANTARILLADO CALLE CARTA PROPIA,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,6000.0,2001
BIP0270,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,142300.0,2001
BIP0271,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE LA ARAUCANA - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,6030.0,2001
BIP0272,Proyecto BIP,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,-34.40518,-70.86324,Rengo (comunal),Deporte,530705.0,2001
BIP0273,Proyecto BIP,CONSTRUCCION EMBALSE PARA RIEGO RIO CLARO RENGO 1ª SECCION,-34.40518,-70.86324,Rengo (comunal),Medioambiente,200000.0,2001
BIP0274,Proyecto BIP,AMPLIACION ESCUELA HUILQUIO DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,65886.0,2001
BIP0275,Proyecto BIP,"MEJORAMIENTO Y AMPLIACIÓN SISTEMA A.P.R. LO CARTAGENA, RENGO",-34.39026,-70.8737,Lo Cartagena,Recursos Hídricos,20000.0,2001
BIP0276,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,97520.0,2001
BIP0277,Proyecto BIP,MEJORAMIENTO SERVICIO APR HUILQUIO CERRILLOS,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,12705.0,2001
BIP0278,Proyecto BIP,CONSTRUCCION CASETAS SANITARIAS RINCON DE ROSARIO,-34.34788,-70.84245,Rosario,Vivienda y Urbanismo,159500.0,2001
BIP0279,Proyecto BIP,DIAGNOSTICO DE LA OFERT. Y DEM.LABORAL DEL LICEO INDUSTRIAL ,-34.40518,-70.86324,Rengo (comunal),Turismo y Comercio,8000.0,2001
BIP0280,Proyecto BIP,CONSTRUCCION PAVIM. CALLE MANUEL FRANCISCO CORREA - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,60000.0,2001
BIP0281,Proyecto BIP,CONSTRUCCION PAVIM. CALLE BUQUES Y MADERAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,60000.0,2001
BIP0282,Proyecto BIP,MEJORAMIENTO EJE VIAL AVDA. RIQUELME - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,104100.0,2001
BIP0283,Proyecto BIP,CAPACITACION ORGANIZACIÓN REGANTES 1ª SECCION RIO CLARO DE R,-34.40518,-70.86324,Rengo (comunal),Medioambiente,160000.0,2001
BIP0284,Proyecto BIP,AMPLIACION PARA LA JEC COLEGIO MANUEL FCO.CORREA,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,306366.0,2001
BIP0285,Proyecto BIP,CONSTRUCCION PATINODROMO 2° ETAPA,-34.40518,-70.86324,Rengo (comunal),Deporte,2100.0,2001
BIP0286,Proyecto BIP,CONSTRUCCION CAMARINES Y MULTICANCHA ESTADIO DE ROSARIO,-34.34788,-70.84245,Rosario,Deporte,3900.0,2001
BIP0287,Proyecto BIP,LEVANTAMIENTO CALLE BALMACEDA HASTA EL CHAPETON,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,94100.0,2001
BIP0288,Proyecto BIP,CONSTRUCCION TECHUMBRE GIMNASIO MULTIUSO,-34.40518,-70.86324,Rengo (comunal),Deporte,1100.0,2001
BIP0289,Proyecto BIP,MANEJO RECAUDACION DERECHOS DE ASEO DE LA COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,20000.0,2001
BIP0290,Proyecto BIP,REPOSICION DEFENSAS FLUVIALES RIO CLARO COMUNA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,20000.0,2001
BIP0291,Proyecto BIP,CONSTRUCCION CONSULTORIO GENERAL RENGO,-34.40518,-70.86324,Rengo (comunal),Salud,2584.0,2001
BIP0292,Proyecto BIP,CONSTRUCCION DE TRIBUNALES PARA LA REFORMA JUDICIAL EN RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,62090.0,2001
BIP0293,Proyecto BIP,CONSTRUCCION CALLE BISQUERT SECTOR POBL EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,70594.0,2002
BIP0294,Proyecto BIP,MEJORAMIENTO EVACUACION AGUAS LLUVIAS RENGO,-34.40518,-70.86324,Rengo (comunal),Recursos Hídricos,45000.0,2002
BIP0295,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAUTARO NORTE-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,130301.0,2002
BIP0296,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LAS MERCEDES-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,58560.0,2002
BIP0297,Proyecto BIP,CONSTRUCCION PAVIM. CALLE LOS ESCRIBANOS-RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,145014.0,2002
BIP0298,Proyecto BIP,REPOSICION POSTA SALUD RURAL LO DE LOBOS,-34.37523,-70.82941,Lo De Lobo,Salud,74699.0,2002
BIP0299,Proyecto BIP,ADQUISICION VEHICULO TERRENO CONSULTORIO DE ROSARIO RENGO,-34.34788,-70.84245,Rosario,Salud,9680.0,2002
BIP0300,Proyecto BIP,CONSTRUCCION PAVIM. AVDA. LAS DELICIAS - ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,268925.0,2002
BIP0301,Proyecto BIP,CONSTRUCCION SALON MULTIUSO CARCEL DE RENGO,-34.40518,-70.86324,Rengo (comunal),Justicia y Seguridad,76387.0,2002
BIP0302,Proyecto BIP,CONSTRUCCION PARQUE PISCINA DE RENGO,-34.40518,-70.86324,Rengo (comunal),Multisectorial,392728.0,2002
BIP0303,Proyecto BIP,CONSTRUCCION CUARTEL TERCERA COMPAÑIA DE BOMBEROS ROSARIO - ,-34.34788,-70.84245,Rosario,Seguridad Pública,92456.0,2002
BIP0304,Proyecto BIP,AMPLIACION ESCUELA LA PAZ D 186 DE RENGO,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,56998.0,2002
BIP0305,Proyecto BIP,CONSTRUCCION ESCUELA EL NARANJAL,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,680653.0,2002
BIP0306,Proyecto BIP,CONSTRUCCION ESCUELA PARQUE ORIENTE,-34.40518,-70.86324,Rengo (comunal),Educación y Cultura,738530.0,2002
BIP0307,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE SAN MARTIN NORTE,-34.40518,-70.86324,Rengo (comunal),Energía,5500.0,2002
BIP0308,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO LA CHIMBA POPETA,-34.40804,-70.81718,La Chimba,Energía,7979.0,2002
BIP0309,Proyecto BIP,CONSTRUCCION ALUMBRADO PUBLICO CALLE MICHIMALONGO A CHORRILL,-34.40518,-70.86324,Rengo (comunal),Energía,3061.0,2002
BIP0310,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE CHORRILLOS RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,50038.0,2002
BIP0311,Proyecto BIP,CONSTRUCCION PAVIMENTACION CALLE SAN MARTIN NORTE - RENGO,-34.40518,-70.86324,Rengo (comunal),Transporte y Vialidad,193367.0,2002
BIP0312,Proyecto BIP,CONSTRUCCION CICLOVIA RUTA H-511 SECTOR RENGO-ROSARIO,-34.34788,-70.84245,Rosario,Transporte y Vialidad,118943.0,2002
BIP0313,Proyecto BIP,CONSTRUCCION COMPLEJO DEPORTIVO PARQUE CRIOLLO,-34.40518,-70.86324,Rengo (comunal),Deporte,1205000.0,2002
BIP0314,Proyecto BIP,CONSTRUCCION EMBALSE PARA RIEGO RIO CLARO RENGO 1ª SECCION,-34.40518,-70.86324,Rengo (comunal),Medioambiente,453500.0,2002
